customer_id,feedback,source,timestamp,category
A Google user,Very helpfull apps.,4.37.0,2017-10-12T02:25:18Z,5
A Google user,it looks like indriver take over...maybe driver feels like benefit on the new app..hope grab can make a comeback .. whenever I take a grab...my driver will lost to my destination..it's make me frustrated... open indriver..my driver arrive at the time..,5.227.0,2022-11-22T00:39:58Z,3
A Google user,Driver nya cancel mlulu.. pas akhirnya dapet.. mau ke daerah ganjil genap plat nya salah.. pake ovo ktnya harga promo di charge harga original tanpa promo.. bikin stress,5.03.2,2018-08-01T05:21:38Z,1
A Google user,Splendid!,5.155.1,2021-09-29T13:33:11Z,5
A Google user,Not everyone has a good amount of memory on their phone. You can't force people to update your app because it use up space too,,2020-08-12T02:52:39Z,3
A Google user,"In description ""update 34 mb"" but actually ""gosh, 130 mb dude.."" More space, but less of quality..",5.92.0,2020-04-20T19:11:38Z,1
A Google user,good apps,5.45.0,2019-05-22T07:53:56Z,4
A Google user,Simple to use,4.17.0,2017-01-17T14:52:44Z,5
A Google user,Người ta hủy chuyến chưa đầy 2 giây sau khi đăng ký mà tăng giá mấy chục ngàn.,5.116.0,2020-10-05T05:38:23Z,1
A Google user,"not worth driver time for these low fares ,all drivers mantainnance going up the roof and getting 4.50 jobs ...better look for another job",,2023-08-24T14:36:45Z,1
A Google user,Mohon utk grab bikenya ditambah lagi yaaa,v2.7.3,2015-06-09T16:22:22Z,5
A Google user,nice,5.45.1,2019-05-17T04:55:26Z,5
A Google user,Useful,5.69.1,2019-11-06T02:37:25Z,5
A Google user,baagus,5.247.0,2023-04-20T12:51:29Z,5
A Google user,ok laa,,2020-05-29T23:13:33Z,5
A Google user,very poor reception,5.50.0,2019-07-31T02:24:45Z,1
A Google user,Ms,4.14.1,2017-01-05T21:13:56Z,5
A Google user,Great,,2021-06-30T06:59:23Z,5
A Google user,Horrendous customer service. If something goes wrong don't expect any answers.,5.112.0,2020-09-04T11:22:18Z,1
A Google user,Luv it.,4.23.1,2017-03-20T20:57:21Z,5
A Google user,The excellent app. Hope it can be added up some other services to help users more.,5.71.0,2019-11-17T09:55:30Z,5
A Google user,Overall good,5.272.0,2023-09-26T10:34:35Z,5
A Google user,"aku lebih pilih gojek drpd grab, soalnya grab aplikasinya keluar mulu.. mau order ini app nya tibatiba keluar sendiri dan itu berulanh kali sampe ga bisa ngorder",5.217.0,2022-09-06T15:43:07Z,1
A Google user,"Iklan nyodok trus d tiap game, sue ni iklan",,2017-08-13T14:36:54Z,1
A Google user,Very poor,,2018-12-10T22:37:31Z,1
A Google user,not good!!! why do you need to charge RM26 or punish the dirver for turing back the house??? if the passenger forgot to take something that is very important and the grab cant turn back ???,,2019-03-29T07:34:39Z,1
A Google user,Awesome. Thank you grab,4.33.2,2017-08-21T06:14:32Z,5
A Google user,"Yesterday I've just update it but when I opened this app, it won't open. Unfortunetly grab has stopped. Please fix it asap.",,2017-08-22T03:27:30Z,3
A Google user,Good and fast,5.101.0,2020-08-01T12:08:51Z,5
A Google user,Helpful and easy to use,,2020-01-03T21:39:00Z,5
A Google user,Offline navivation can be improved,4.26.0,2017-04-24T08:20:04Z,5
A Google user,assalamualikum encik hp dalm kerta da tngal,5.227.0,2022-11-19T16:49:31Z,1
A Google user,Why my apps suddenly can't use?,5.82.0,2020-02-02T16:30:08Z,1
A Google user,"The app itself is okay. It's simple. Just a suggestion,maybe you can add a feature like ""Favorite Driver"" or Favorite GrabCar, for example if you really like the service of that driver, you can just book him instead of a random booking.",v3.7.3,2016-03-01T02:14:50Z,3
A Google user,Excelent,5.72.0,2019-11-28T02:42:51Z,5
A Google user,'Google play services are still updating' has been showing up on my app since last Wednesday and despite my attempts to reinstall the app and reset my google map settings nothing works. Disappointed. Have to keep asking strangers to help me book rides as I am currently situated overseas.,4.50.1,2018-05-14T02:19:43Z,1
A Google user,can't verify using selfie and debit card got rejected.,5.37.1,2019-04-03T05:01:16Z,1
A Google user,Professional and helpful,5.49.0,2019-06-18T10:12:00Z,5
A Google user,"App yg sangat membantu, promo2 ditambah lagi min ☺",5.99.0,2020-06-02T01:52:18Z,5
A Google user,good!,,2019-04-16T10:56:12Z,5
A Google user,I like this,5.39.1,2019-06-12T19:22:36Z,5
A Google user,Mau ngisi pulsa loading ga kelar2,5.244.0,2023-03-14T04:32:23Z,1
A Google user,asal nk scan2 muka bagai .. dh laa susah ... aku berejam nk tnggu muka kena scan ..,5.65.0,2019-10-12T12:05:28Z,1
A Google user,Awesome,,2021-10-20T21:42:58Z,5
A Google user,Hanya minta wang dikembalikan sebab duit terlebih masuk je kena suspend permanent..,5.203.0,2022-06-02T09:57:50Z,1
A Google user,great service.,5.261.0,2023-07-09T14:57:28Z,5
A Google user,"better apps than other,never encountered any problem with grab.",5.239.0,2023-02-06T07:49:15Z,5
A Google user,Made my crazy life a lil more convenient.,5.52.1,2019-07-06T04:58:28Z,5
A Google user,Mantabbb,4.37.0,2017-10-19T02:19:53Z,5
A Google user,dumb malaysia,,2021-04-30T09:23:12Z,1
A Google user,Grab food payment method is empty cnt resolve,5.40.1,2020-04-02T02:34:43Z,1
A Google user,"super cheap, and just necessary in Vietnam getting around",5.49.0,2019-06-12T06:56:10Z,5
A Google user,Grab is safely,4.47.1,2018-03-28T06:17:04Z,5
A Google user,supperb,4.48.1,2018-04-09T21:44:29Z,5
A Google user,"Why I can't use my promo code? Every time i try to use it, it always said that the promo has been expired but actually its not expired yet. Thats really disappointing",,2018-11-06T08:42:53Z,4
A Google user,Klo mau buka notifikasi kenapa suka susah ya? Padahal sinyal kenceng,4.45.0,2019-06-23T11:49:47Z,5
A Google user,good...,5.35.0,2019-05-15T14:27:43Z,5
A Google user,Mapsnya terkadang sering keliru,5.11.0,2018-09-22T11:51:19Z,4
A Google user,nice app well done,5.57.0,2019-08-18T08:20:53Z,5
A Google user,Rdds,5.57.0,2020-02-01T05:38:18Z,5
A Google user,very good apps,5.50.0,2019-06-28T11:16:37Z,5
A Google user,Makanan kt sni smua sdp,5.214.0,2023-09-01T07:58:35Z,5
A Google user,"Setiap saya mengorder taxi grab, driversnya selalu sibuk. Pantas bintang 1 untuk aplikasi ini.",5.172.0,2021-10-29T02:55:43Z,1
A Google user,Lifesaver!!,5.131.0,2021-01-15T08:05:06Z,5
A Google user,Great App . Intuitive,5.117.0,2020-10-08T11:10:37Z,5
A Google user,Very good,5.82.0,2020-03-01T12:02:40Z,5
A Google user,"hey , With a Indian mobile number , i am not able to register for the app to use in Singapore. Kindly let me know the way to do so.",5.30.1,2019-02-09T14:04:58Z,1
A Google user,"I was under the impression that this app was created for the benefit of the riding public. It is the exact opposite; it even has affected the taxi population of my city. They are no longer lining up in queues at malls, instead they hide on alleys so they can choose passengers. As a result, there are numerous stranded commuters. Also, if you happen to use this app and your destination is undesirable, then no driver will take you. I do hope our franchise board bans this app. It's doing more harm than benefit.",v2.7.3,2015-06-27T13:46:57Z,2
A Google user,I use it a lot for my work and it's so convenient.,4.9.0,2016-09-15T07:38:56Z,5
A Google user,very good!!!,5.65.0,2020-02-28T09:22:58Z,4
A Google user,Realy help,5.59.0,2019-09-05T09:30:08Z,5
A Google user,Inaccurate positioning of pick up location. Facing it just now.,5.60.0,2019-09-16T21:38:20Z,3
A Google user,Cannot add credit card. Keep crashing.,,2017-11-12T11:14:13Z,1
A Google user,"Saya harap app Grab bisa ada masukin pasword sebelum membuka, atau sebelum membyr seperti Shopee. Beberapa kali kepencet, tiba2 makanan datang tanpa saya pesan. Emang bukan error di appsnya, tp alangkah bgs jika app ini dilengkapi pasword.",5.183.0,2022-02-04T17:07:01Z,3
A Google user,"Untuk tampilan barunya, lag di sana sini. Barusan pesan grab food history nya malah tidak bisa terbuka, padahal harus chat dgn driver untuk patokan ketemu. Sinyal jg tadi baik2 aja. Jadi menyusahkan utk saya dan driver.",5.00.1,2018-07-09T14:13:16Z,3
A Google user,The location function needs improvement. I can't put the pin at my exact location. It always jumps to the nearest restaurant which caused the Grab driver to arrive at the wrong place.,5.91.2,2020-04-13T11:04:27Z,2
A Google user,"Lots of bad driver, with bad politeness. Most of the times, the driver asked me to wait so i waited for 5-10 minutes, just to get the driver's message to cancel the order. And their resaons are very similar which is very suspicious (out of gas, tires leaking). One time, a driver called me angryly and asked me to cancel because the destination are too far away, also saying that he is too busy to go there. Atleast the grab rewards system take cash for the point system",4.11.0,2017-10-06T10:25:04Z,2
A Google user,"Very unreliable for one main reason: it allows drivers to accept from absurdly far away, and while they're still dropping off passengers. Half of my rides see me waiting 15-20mins for the driver to reach me, at which point I might as well have taken public transportation for the same travel time without the costs. Don't bother using it if you're late for an appointment.",4.53.1,2018-06-19T00:13:32Z,1
A Google user,Convenient,5.54.2,2019-07-24T05:42:22Z,5
A Google user,So far my Grab experience have been smooth and swift.,5.159.0,2021-07-25T02:11:52Z,5
A Google user,"I can't open this application..... ""grabtaxi has stopped""",,2015-12-20T00:16:34Z,2
A Google user,"Tried for 45 minutes at LRT glenmarie, in the end my wife has to pick me up. I missed the time when Taxi used to wait at LRT station, I don't mind paying double because I'm in a hurry. Next time I'll just used my bike, cheaper.",4.53.1,2018-06-12T10:21:21Z,2
A Google user,I cant use grabfood promo after upragding the app. I can't even report the error to the help center.,5.01.0,2018-07-18T10:32:15Z,2
A Google user,Best service,5.52.1,2019-07-26T09:08:02Z,5
A Google user,"I'm the regular grab user and i must say the latest update is horrible, i can't even book my ride bc the apps keep restarting and forced close. Pls fix asap.",5.126.0,2021-02-18T03:49:41Z,5
A Google user,best taxi apps,5.44.0,2019-05-23T05:54:41Z,5
A Google user,No commment,4.49.1,2018-04-27T02:14:23Z,1
A Google user,"The only thing that always stress me out is its complain features. It always took me more than 10mins to only find the right category (which most cases, never find the right one). So many categories and sub-categories with long sentences. While we cannot simply email their CS and explain our situation. That's why I use Gojek and Uber (at that time) more often due to I can reach out their CS and solve my problem with far lesser effort.",5.41.0,2019-06-15T12:40:33Z,3
A Google user,"The best and basic apps we must have in this, today 's world standard",5.35.0,2019-03-09T05:49:24Z,5
A Google user,pelayanan nya baik sekali driver ini.. mantap,5.253.0,2023-07-06T14:32:33Z,5
A Google user,Infinitely better than the classic Taxi!,5.68.0,2019-10-29T08:09:12Z,5
A Google user,Used the app and paid by credit card for a taxi ride. Grab double charged by charging both fare and toll charges (same as actual fare amount). Emailed on 18th Dec 2016 and called on 19th Dec 2016. There is 0 response from Grab regarding this double charging incident until today (30th Dec 2016). Do becareful if you are paying by credit card for convenience. Be wary of Grab platform for credit card payments.,4.17.0,2016-12-30T09:41:39Z,1
A Google user,I rather used last app. Newest update is confusing,5.06.0,2018-08-21T15:53:49Z,2
A Google user,Hirap mag cash in through gcash. Hindi pa ma associate BPi account ko. bwisit,5.232.0,2022-12-22T16:30:39Z,2
A Google user,Grabpay for Grabfood please.,5.153.0,2021-06-17T10:33:21Z,5
A Google user,Fantastic,5.261.0,2023-08-03T03:30:03Z,5
A Google user,Terbaik,5.137.0,2021-03-08T19:57:04Z,5
A Google user,It's Very Not Yes apl,5.58.1,2019-08-28T20:24:36Z,2
A Google user,excellent service!,5.28.0,2019-04-09T12:18:08Z,5
A Google user,this app make my life so easy,4.19.1,2017-02-28T01:09:15Z,5
A Google user,Unable to chat rider at apps,5.190.0,2022-03-08T05:31:47Z,1
A Google user,"Please, fix the pin point of the address! They aren't accurate anymore.",5.201.0,2022-05-18T05:08:21Z,2
A Google user,Fast delivery and reliable. Riders are very polite and friendly. I'm glad that the delivery fee now is cheaper than before. Keep it up Grab Team .. More power,5.132.0,2021-03-26T05:44:43Z,5
A Google user,really satisfied,5.164.0,2021-08-31T04:05:16Z,5
A Google user,i dont understand ehy i can't transfer my balance to my ewallet ..,5.200.0,2022-05-14T17:40:17Z,5
A Google user,Farha suka farha suka!!!,4.27.2,2017-06-05T05:44:13Z,5
A Google user,king of transport,5.47.1,2019-06-07T00:08:00Z,5
A Google user,gimana ya udah saban kapan tahu map error mulu. terus mau laporin masalah kemana email support ga bisa. nb: email supportnya jangan ditampilkan lagi ya ga guna :),5.78.0,2020-01-17T11:17:43Z,4
A Google user,Keep it up!,4.11.0,2016-10-19T05:55:40Z,5
A Google user,good app,4.20.0,2017-04-27T11:53:24Z,5
A Google user,Why always with error..... I install and uninstalled. Bec there are always with error with google map. Pls fix,5.106.0,2020-12-26T05:06:21Z,1
A Google user,"ใช้งานยาก โดยเฉพาะเมนูจองรถล่วงหน้า หายากมาก Difficult to use, especially advance booking menu is very difficult to find and confusing.",5.57.0,2019-08-20T15:38:58Z,2
A Google user,"sebagai pengguna tetap, saya merasa kecewa karena belakangan ini kode promo yang saya dapatkan tidak bisa digunakan. tolong diperbaiki untuk ke depannya. terima kasih.",5.44.0,2019-05-27T09:49:06Z,4
A Google user,Stupid app did not end my last trip so now I cannot book my new trip. Please fix it!!!,4.33.2,2017-08-19T04:03:01Z,1
A Google user,the response is really fast,5.50.0,2019-06-27T05:41:58Z,5
A Google user,Cool,,2017-03-07T12:43:57Z,5
A Google user,Changed grab hitch system. Very difficult and inconvenient to use.,5.137.0,2021-08-11T00:41:20Z,3
A Google user,"After the update, the app forces out of Hitch Driver mode every time Grab app is closed. It should like the past, stuck in Hitch Driver mode unless manually toggled back to Passenger mode. Also, Grab app currently doesn't support sliding-in from the left screen. User must click the hamburger button to access the side options. It's unintuitive especially on curved phones like S8 and S9",4.51.1,2018-05-25T08:22:21Z,3
A Google user,Problem with transfer grabpay to grabpay,,2022-03-29T03:34:54Z,1
A Google user,Highly recommended.,5.188.1,2022-02-22T16:38:21Z,5
A Google user,Hebat and keren,5.106.0,2020-07-25T05:27:36Z,5
A Google user,not much cars nowadays. the wait.,5.198.0,2022-04-26T23:56:52Z,3
A Google user,give promo every week can ?,,2018-05-05T00:50:53Z,4
A Google user,"They collect your information and use it like hell. Now if you want a ride, you need to do a selfie. How ridiculous is this?",5.184.0,2022-01-27T02:56:43Z,2
A Google user,Superb,5.75.0,2019-12-28T08:26:20Z,5
A Google user,good service,,2019-05-25T23:55:38Z,5
A Google user,Bad attitude rude drivers.,5.05.1,2018-08-20T05:24:03Z,1
A Google user,Kindly update all the filipino users to submit there id and gov. Identification number. Call them via videocall to verify. If they could not comply please denied them. Madami na pong scammer.,,2021-04-04T16:43:26Z,1
A Google user,Once open the apps.. It shows nothing.. Reinstall the apps.. Still not working.. Love the old ones.,5.24.1,2019-01-12T06:06:50Z,1
A Google user,"Hi Grab! The UI of this current application is good and its nice that you added some good feature too! Tapi tidak perlu blocking aplikasi yg belum di update yaa. Tadi saya lagi pesan dan udh dapat jadi tidak bisa digerakan dan ada pop up message minta saya update. Driver jd gabisa contact dan sy juga gabisa cancel. Its so troublesome for some part. Kalau memang HARUS update, bisa diberikan pop up message sebelum sy pesan ya. Thank you!",5.38.1,2019-03-30T07:17:13Z,4
A Google user,Drivers will accept the booking then all of a sudden will send a chat message asking us to cancel the booking for them. Happened today consecutively. Drivers have been doing this and still keep 5 stars rating on their profile!! And then drivers will fault us customers being difficult or cancelling on them. Unfair and waste of customer's time.,5.64.0,2020-06-12T09:23:15Z,1
A Google user,Bad,5.256.0,2023-06-27T04:58:20Z,1
A Google user,Awesome Grab Taxi,4.35.1,2017-09-09T15:34:33Z,5
A Google user,Why I have rejected payment ? Useless app . Fix it as soon as possible .,5.39.1,2019-04-06T17:51:39Z,1
A Google user,Gud,5.78.0,2020-01-15T02:14:33Z,5
A Google user,Very nice,5.51.0,2019-07-04T09:29:38Z,5
A Google user,Easy to use,5.59.0,2019-09-09T05:47:16Z,5
A Google user,Good apps,v3.4.1,2015-11-19T10:04:24Z,5
A Google user,It's always on NOW so I can't schedule a booking for my travel. Also please fix the payments for debit cards.,,2016-08-04T18:17:15Z,4
A Google user,Good very good wonderful,5.203.0,2022-06-23T16:25:53Z,5
A Google user,grade,,2019-07-01T06:59:20Z,5
A Google user,sangat membantu bangeeeet...,5.55.1,2019-07-31T05:39:47Z,5
A Google user,"Bad service,help center can't solve simple matter, make it worst",,2022-08-12T00:26:11Z,1
A Google user,Very convenient..two thumps,v3.2.0,2016-03-18T17:52:31Z,5
A Google user,"Best app, with chat app with driver",4.32.1,2017-08-08T21:23:22Z,5
A Google user,Trash,5.03.2,2018-07-29T07:46:09Z,1
A Google user,There is still room for improvement,5.75.0,2019-12-14T03:31:25Z,5
A Google user,"Good service system, life is much more easier.",5.63.0,2019-11-28T15:02:44Z,5
A Google user,Love,5.126.0,2020-12-13T13:42:46Z,5
A Google user,This is so helpful,4.17.0,2017-01-26T09:44:33Z,4
A Google user,Slow bugging app,5.48.1,2019-06-12T07:31:10Z,1
A Google user,"Nice, did the good job!",4.18.0,2017-01-30T11:58:34Z,5
A Google user,love grabgrabgrab,5.64.0,2019-09-30T12:50:58Z,5
A Google user,Best,4.14.1,2016-11-30T14:37:53Z,5
A Google user,awesome,,2019-06-19T11:29:35Z,5
A Google user,0the best,5.59.0,2019-09-04T09:52:21Z,5
A Google user,Service has been great and the fare reasonable.,5.89.0,2020-03-21T13:42:51Z,5
A Google user,I like Grab App,4.43.1,2018-02-06T11:52:22Z,5
A Google user,bagus,5.237.0,2023-01-26T02:37:49Z,5
A Google user,"You gave people rp.1 rupiah for subscription and most of them didn't realize it was a subscription and in the next month you charge em the real price of its subscription automatically, ripp off, it's not about value it's about why grab ripped people off no wonder grab stock plunges down.",5.190.0,2022-03-07T18:03:24Z,1
A Google user,So far it works with great real-life user experience.,5.47.1,2019-06-06T01:30:23Z,5
A Google user,Takes money and never returns if driver not found,5.231.0,2022-12-14T08:00:04Z,1
A Google user,Better.,5.202.0,2022-06-02T17:51:12Z,5
A Google user,Easy to use. Can pay by cash if you don't want to enter bank/card details.,5.72.0,2019-12-01T14:22:55Z,5
A Google user,"I've been trying few times to order grab food for myself( purposely top up for my grabpay) but end up ordered 3hrs for nth, and it's not like i can withdraw the money out also. r u serious GRAB? CAN'T EVEN PRESS CANCEL BUTTON ALSO! nw still waiting",5.107.0,2020-08-01T06:59:33Z,1
A Google user,No paypal support anymore.,,2018-06-13T12:03:00Z,1
A Google user,It easy for traveling with family,,2018-08-08T08:56:54Z,5
A Google user,I dont want take selfie.. Maybe its for safety.. But.. For me it is so inconvenient.. It give me a 2nd thought whether wanna use ur service or not.. Im a introvert.. Yea.. Sorry btw.. Just wanna tell u.. So far im good with grab but after the selfie in this new version.. I i.. I cannot,5.65.0,2019-10-12T14:06:22Z,3
A Google user,Hindi ko mareport sa Contact Grab ang experience na to. Yun pa ang minus points dito sa app na to. Ok naman grabfood service. GRABMART Booking ID A-2FB677HWWFL9 Naka scheduled delivery ako ng 17:35 na nabooo ko ng 15:30 Ang tagal kong hinintay tapos ICACANCEL LANG NG DRIVER tapos dahil don magrereorder ako. Nung magrereorder na ako ay for tomorrow morning na nakaschedule! Sana naman pag kinansel ng driver e no need na magreorder at irelay na lang sa ibang driver nakakainis eh!,5.159.0,2021-09-08T09:24:21Z,1
A Google user,The best,4.6.4,2016-07-10T06:33:53Z,5
A Google user,Some time no good,4.37.0,2017-10-19T04:10:35Z,3
A Google user,"service been improve alot, such as deliver time is better, apps inform the status of the food and delivery person come in between estimate time as well.",5.52.1,2019-07-11T11:45:51Z,5
A Google user,Mabilis at mabait po.,,2022-12-12T19:09:43Z,5
A Google user,FAK dis aplikasyen..i relogin n regist like 5 to 6 times and they sucked my text msg credit balanced and still cannot login.i prefer *GOJEK* instead.,4.21.1,2017-11-13T14:08:37Z,1
A Google user,"Mabait, magalang at malinis ang sasakyan. Kabisado ang pasikot sikot.",5.275.1,2023-10-19T00:55:29Z,5
A Google user,good service and helpful,5.39.1,2019-04-07T04:52:45Z,5
A Google user,Problem to download apps,5.110.0,2020-08-22T06:29:47Z,1
A Google user,"Saya platinum, tp tiap rame dan driver susah dicari malah lebih sulit dapet driver dibanding yg kelasnya di bawah platinum",,2020-02-03T11:44:11Z,1
A Google user,Great application..really make my life more easier,5.135.0,2021-02-11T02:10:39Z,5
A Google user,Grab,,2020-01-07T10:34:26Z,1
A Google user,Its a great app n great service from Grab n the drivers well mannered. Thank u,4.23.0,2017-03-23T15:12:27Z,5
A Google user,Great apps,4.40.1,2017-11-28T08:05:38Z,5
A Google user,So helpful,5.45.1,2019-06-05T16:16:22Z,5
A Google user,Easy to place order and arrive in time,5.64.0,2019-09-28T11:22:12Z,5
A Google user,Very hard to find a driver and always high fare due to demand what's your problem grab car? Can u fix this asap especially high fare thanks very much.,,2017-03-21T14:25:09Z,3
A Google user,Ok,5.176.0,2022-03-20T05:39:51Z,5
A Google user,"3 times redeem my reward with my point and all failed!!! i got notif that grab give me some voucher for food in ""my rewards"" but the voucher not appear",5.57.0,2019-08-15T12:58:31Z,1
A Google user,"Promo Code, Save us in Corona",5.110.0,2020-08-19T11:35:52Z,5
A Google user,I love it... Please give me more promo code...,4.46.2,2018-03-05T08:31:00Z,5
A Google user,Why my app doesn't have grab delivery anymore?,5.79.0,2020-01-13T12:31:56Z,3
A Google user,Dont gives ad i hate you,,2017-10-14T06:46:49Z,1
A Google user,"Been using this app almost everyday. Great GUI, easy to navigate as compared to other platforms, and grabpay point rewards are just great for me!",,2021-04-18T11:45:33Z,5
A Google user,Its ok.,5.54.2,2019-11-10T14:15:11Z,5
A Google user,Love grab,4.9.0,2017-03-17T14:11:19Z,5
A Google user,"I am unable to use the grabpay feature because I cannot confirm my identity. Grab has a limited list of ID's allowed to confirm my identity. I don't own any of the ID's in the list. I have a PRC ID, which is a very valid government ID, but wala naman sa listahan.",5.84.1,2020-03-31T08:23:10Z,3
A Google user,. yi,5.52.1,2019-09-25T02:11:16Z,5
A Google user,Unable to register. Will lag on register page,4.34.1,2017-08-27T06:46:38Z,2
A Google user,"once i give 1 star. but, 2 or 3 last update make me sure to give you 5 star.",5.36.3,2019-03-18T12:50:35Z,5
A Google user,Menyusahkan la app yg terbaru ni..myampah pulak nk guna... stress aq...iklan pun byk sgt..entah apa2 dah..,5.107.0,2020-07-29T10:10:44Z,1
A Google user,Helpful,4.44.1,2018-02-16T08:32:41Z,5
A Google user,Sudah mulai ada peningkatan dalam hal promo & discount. Pertahankan!!,5.59.0,2019-09-13T04:24:28Z,4
A Google user,Enak bgt pake grab,,2018-04-24T08:12:34Z,5
Gi****ma,You offered a great service and all but some people do fakebooking for fun and it's too unfair for ur employees. How about you put a feature that allows to take a actual selfie of the buyer before confirming the order so that if ever it gets fake booked you can still trace the one who ordered it and put a secondary confirmation to the buyer before taking the order so that they can't suddenly cancel it,,2020-05-12T15:07:03Z,5
A Google user,Just great app and services,,2016-11-23T06:31:46Z,5
A Google user,Its very nice app And it helps me a lot when i crave something,5.86.0,2020-03-02T06:29:06Z,5
A Google user,"exciting, enjoyable, feeling young and in trend",,2019-06-14T14:26:02Z,5
