Unnamed: 0,review_text,review_rating,author_id,author_name,author_app_version,review_datetime_utc,review_likes
196504,I like app. grab is really great so very helpful app,5,101151*********428289,A Google user,5.52.1,2019-07-10T12:54:20.000Z,0
208097,nice service..,5,113941*********168199,A Google user,5.55.1,2019-07-29T15:47:14.000Z,0
37288,,5,115108*********530266,A Google user,,2017-02-04T13:55:08.000Z,0
61149,Bad application!!!! Lots of errors,2,108838*********580157,A Google user,4.29.1,2017-08-16T10:35:45.000Z,0
102738,Nice,4,107218*********892041,A Google user,,2018-07-18T03:22:13.000Z,0
168942,Nice Apps,5,116969*********509640,A Google user,5.44.0,2019-05-31T11:29:12.000Z,0
85750,Helpfull & easy to chat with driver,5,113637*********275716,A Google user,,2018-02-27T11:41:09.000Z,0
80710,"This app will try to find drivers and then when they cant find them,it will just leave us with 'there are no available drivers at the moment'..  Its really frustrating when you are rushing to find a grab car and then have to wait more than an hour trying to book and still cant get any grabcars.",1,108513*********822764,A Google user,4.42.1,2018-01-16T13:02:28.000Z,0
16518,Love this app. Drivers are courteous and on time,4,106804*********176190,A Google user,v4.0.4,2016-05-22T06:38:13.000Z,0
346058,Perlu bgt dan membantu,5,104716*********529711,A Google user,5.142.0,2021-04-16T09:38:44.000Z,0
350573,good,5,105471*********218745,A Google user,5.147.0,2021-05-20T02:33:21.000Z,0
202690,ok,4,100457*********618022,A Google user,5.39.1,2019-07-20T03:04:27.000Z,0
155296,👍,5,105201*********645577,A Google user,,2019-05-14T22:46:25.000Z,0
245782,"Love this App, thanks Grab",5,101970*********452043,A Google user,5.64.0,2019-10-13T09:10:44.000Z,0
377441,is a good n better service..,5,111382*********985374,A Google user,5.176.0,2021-11-25T05:02:10.000Z,0
334392,Good service,5,101420*********270732,A Google user,5.133.0,2021-02-01T01:44:10.000Z,0
189956,Very Accurate and Fast.,5,107614*********063873,A Google user,,2019-07-01T09:43:26.000Z,0
405813,very good service,5,113054*********111705,A Google user,5.212.0,2022-08-11T02:30:19.000Z,0
199367,Its a cutting edge app with a great interface UI UX. my primary app for transport and payments backed by a stellar rewards program. It could be a little more customer friendly in policies as well as have better app launch timea,5,103690*********234783,A Google user,5.52.1,2019-07-14T17:11:47.000Z,0
403963,nice spps,5,117906*********285053,A Google user,5.210.0,2022-07-24T09:17:16.000Z,0
125125,Nice,5,117216*********886755,A Google user,5.21.0,2018-12-06T20:25:14.000Z,0
101583,My stored credit card information are all gone for no reason,2,107032*********959481,A Google user,4.43.1,2018-07-10T05:14:44.000Z,0
116454,"Dear grab, Why I cant use it ? Everytime I want to start use it. It always error",1,112356*********684480,A Google user,,2018-10-22T01:02:37.000Z,0
383652,"napakabilis Ng mga rider and mababait pahh, 🤗🤗🤗🤗",5,112552*********209889,A Google user,5.184.0,2022-01-16T05:14:18.000Z,0
390634,"you missed the opportunity to name it ""grab supperapp"" lmao",5,117909*********171462,A Google user,5.194.0,2022-03-30T05:46:28.000Z,0
169761,👍,5,117432*********984013,A Google user,5.47.1,2019-06-02T07:13:06.000Z,0
133952,nice promos,5,102463*********699169,A Google user,5.24.1,2019-02-22T05:07:04.000Z,0
281905,I am feel safe& comfort,5,100125*********507934,A Google user,5.79.0,2020-01-25T08:53:25.000Z,0
92038,.bettry good. grap,5,111817*********359894,A Google user,4.49.1,2018-04-22T10:37:04.000Z,0
406588,When requesting a code it takes 1 hour to recieve the code. What the!,1,114255*********004144,A Google user,5.214.0,2022-08-19T10:22:15.000Z,0
251960,What the hell... The worst app and service... There were so many drivers near and around my place... Nobody accept my booking... Im have been waited so long...,1,116154*********715220,A Google user,5.64.0,2019-10-29T13:33:36.000Z,0
27078,I really happy with grab car service,5,114387*********970915,A Google user,4.12.0,2016-10-31T09:59:18.000Z,0
430954,"Driver behavior, using rules to mark no show traveler and charge traveler account",1,105420*********601367,A Google user,5.255.0,2023-06-17T12:41:47.000Z,0
247814,This app so okey to me,5,115754*********102844,A Google user,,2019-10-18T09:53:21.000Z,0
68595,Very helpfull apps.,5,107696*********001384,A Google user,4.37.0,2017-10-12T02:25:18.000Z,1
414576,it looks like indriver take over...maybe driver feels like benefit on the new app..hope grab can make a comeback .. whenever I take a grab...my driver will lost to my destination..it's make me frustrated... open indriver..my driver arrive at the time..,3,109613*********582815,A Google user,5.227.0,2022-11-22T00:39:58.000Z,0
104483,"Driver nya cancel mlulu.. pas akhirnya dapet.. mau ke daerah ganjil genap 
plat nya salah.. pake ovo ktnya harga promo di charge harga original tanpa 
promo.. bikin stress",1,113580*********349740,A Google user,5.03.2,2018-08-01T05:21:38.000Z,1
370057,Splendid!,5,108135*********959914,A Google user,5.155.1,2021-09-29T13:33:11.000Z,0
312002,Not everyone has a good amount of memory on their phone. You can't force people to update your app because it use up space too,3,106895*********416878,A Google user,,2020-08-12T02:52:39.000Z,0
296990,"In description ""update 34 mb"" but actually ""gosh, 130 mb dude.."" More space, but less of quality..",1,110712*********446502,A Google user,5.92.0,2020-04-20T19:11:38.000Z,2
162136,good apps,4,105153*********306418,A Google user,5.45.0,2019-05-22T07:53:56.000Z,0
35509,Simple to use,5,114681*********244363,A Google user,4.17.0,2017-01-17T14:52:44.000Z,0
320362,Người ta hủy chuyến chưa đầy 2 giây sau khi đăng ký mà tăng giá mấy chục ngàn.,1,111785*********705154,A Google user,5.116.0,2020-10-05T05:38:23.000Z,0
436146,"not worth driver time for these low fares ,all drivers mantainnance going up the roof and getting 4.50 jobs ...better look for another job",1,108499*********993547,A Google user,,2023-08-24T14:36:45.000Z,0
5884,Mohon utk grab bikenya ditambah lagi yaaa,5,115390*********833437,A Google user,v2.7.3,2015-06-09T16:22:22.000Z,0
396099,good,5,108441*********689415,A Google user,5.200.0,2022-05-14T03:56:30.000Z,0
155763,nice,5,114450*********542383,A Google user,5.45.1,2019-05-17T04:55:26.000Z,0
417053,nice,5,108496*********238491,A Google user,5.226.0,2022-12-20T19:44:22.000Z,0
254516,Useful,5,101894*********636285,A Google user,5.69.1,2019-11-06T02:37:25.000Z,0
426424,baagus,5,101236*********383204,A Google user,5.247.0,2023-04-20T12:51:29.000Z,0
301070,ok laa,5,100608*********240947,A Google user,,2020-05-29T23:13:33.000Z,1
208778,very poor reception,1,115111*********030334,A Google user,5.50.0,2019-07-31T02:24:45.000Z,0
34260,Ms,5,104505*********801917,A Google user,4.14.1,2017-01-05T21:13:56.000Z,0
142469,👌👍,3,112843*********571233,A Google user,5.37.1,2019-03-28T08:23:46.000Z,0
357260,Great,5,108270*********530864,A Google user,,2021-06-30T06:59:23.000Z,0
316208,Horrendous customer service. If something goes wrong don't expect any answers.,1,100332*********991027,A Google user,5.112.0,2020-09-04T11:22:18.000Z,1
43938,Luv it.,5,104074*********074408,A Google user,4.23.1,2017-03-20T20:57:21.000Z,1
258458,The excellent app. Hope it can be added up some other services to help users more.,5,103425*********897018,A Google user,5.71.0,2019-11-17T09:55:30.000Z,0
438621,Overall good,5,116471*********959380,A Google user,5.272.0,2023-09-26T10:34:35.000Z,0
408324,"aku lebih pilih gojek drpd grab, soalnya grab aplikasinya keluar mulu.. mau order ini app nya tibatiba keluar sendiri dan itu berulanh kali sampe ga bisa ngorder",1,111740*********544363,A Google user,5.217.0,2022-09-06T15:43:07.000Z,0
60779,"Iklan nyodok trus d tiap game, sue ni iklan",1,104821*********703051,A Google user,,2017-08-13T14:36:54.000Z,0
126125,Very poor,1,109664*********146598,A Google user,,2018-12-10T22:37:31.000Z,0
319493,Good,2,111990*********168174,A Google user,5.101.0,2020-09-27T12:32:20.000Z,0
142742,not good!!! why do you need to charge RM26 or punish the dirver for turing back the house??? if the passenger forgot to take something that is very important and the grab cant turn back ???,1,100697*********108466,A Google user,,2019-03-29T07:34:39.000Z,0
177868,good,5,112788*********090062,A Google user,,2019-06-16T08:32:20.000Z,0
61725,Awesome. Thank you grab,5,115171*********723045,A Google user,4.33.2,2017-08-21T06:14:32.000Z,0
61874,"Yesterday I've just update it but when I opened this app, it won't open. Unfortunetly grab has stopped. Please fix it asap.",3,109872*********280033,A Google user,,2017-08-22T03:27:30.000Z,0
309499,Good and fast,5,112636*********708157,A Google user,5.101.0,2020-08-01T12:08:51.000Z,0
275054,Helpful and easy to use,5,105902*********635805,A Google user,,2020-01-03T21:39:00.000Z,0
49029,Offline navivation can be improved,5,116175*********492918,A Google user,4.26.0,2017-04-24T08:20:04.000Z,0
414409,assalamualikum encik hp dalm kerta da tngal,1,106803*********375795,A Google user,5.227.0,2022-11-19T16:49:31.000Z,0
284274,Why my apps suddenly can't use?,1,107092*********571331,A Google user,5.82.0,2020-02-02T16:30:08.000Z,0
12463,"The app itself is okay. It's simple. Just a suggestion,maybe you can add a feature like ""Favorite Driver"" or Favorite GrabCar, for example if you really like the service of that driver, you can just book him instead of a random booking.",3,117544*********821691,A Google user,v3.7.3,2016-03-01T02:14:50.000Z,0
262257,Excelent,5,103417*********105758,A Google user,5.72.0,2019-11-28T02:42:51.000Z,0
94633,"'Google play services are still updating' has been showing up on my app 
since last Wednesday and despite my attempts to reinstall the app and reset 
my google map settings nothing works. Disappointed. Have to keep asking 
strangers to help me book rides as I am currently situated overseas.",1,113821*********900277,A Google user,4.50.1,2018-05-14T02:19:43.000Z,0
145168,can't verify using selfie and debit card got rejected.,1,105108*********311988,A Google user,5.37.1,2019-04-03T05:01:16.000Z,0
179732,Professional and helpful,5,110879*********875359,A Google user,5.49.0,2019-06-18T10:12:00.000Z,0
438384,ok,5,116538*********496239,A Google user,5.272.0,2023-09-23T05:53:59.000Z,0
301453,"App yg sangat membantu, promo2 ditambah lagi min ☺",5,107786*********784205,A Google user,5.99.0,2020-06-02T01:52:18.000Z,0
149139,good!,5,107756*********898458,A Google user,,2019-04-16T10:56:12.000Z,0
175466,I like this,5,106169*********809225,A Google user,5.39.1,2019-06-12T19:22:36.000Z,0
423420,Mau ngisi pulsa loading ga kelar2,1,118096*********439899,A Google user,5.244.0,2023-03-14T04:32:23.000Z,0
245431,asal nk scan2 muka bagai .. dh laa susah ... aku berejam nk tnggu muka kena scan ..,1,105361*********031017,A Google user,5.65.0,2019-10-12T12:05:28.000Z,0
372662,Awesome,5,118279*********061202,A Google user,,2021-10-20T21:42:58.000Z,0
398503,Hanya minta wang dikembalikan sebab duit terlebih masuk je kena suspend permanent.. 👎👎👎👎,1,103692*********426620,A Google user,5.203.0,2022-06-02T09:57:50.000Z,0
432519,great service.,5,104177*********366094,A Google user,5.261.0,2023-07-09T14:57:28.000Z,0
420611,"better apps than other,never encountered any problem with grab.",5,101419*********705053,A Google user,5.239.0,2023-02-06T07:49:15.000Z,0
193159,Made my crazy life a lil more convenient.,5,113607*********543967,A Google user,5.52.1,2019-07-06T04:58:28.000Z,1
69637,Mantabbb,5,103722*********800564,A Google user,4.37.0,2017-10-19T02:19:53.000Z,0
347868,dumb malaysia,1,117170*********608267,A Google user,,2021-04-30T09:23:12.000Z,0
295414,Grab food payment method is empty cnt resolve,1,110399*********065374,A Google user,5.40.1,2020-04-02T02:34:43.000Z,0
175145,"super cheap, and just necessary in Vietnam getting around",5,118216*********259706,A Google user,5.49.0,2019-06-12T06:56:10.000Z,0
88691,Grab is safely,5,101516*********953339,A Google user,4.47.1,2018-03-28T06:17:04.000Z,0
90393,supperb,5,100011*********093309,A Google user,4.48.1,2018-04-09T21:44:29.000Z,0
118964,"Why I can't use my promo code? Every time i try to use it, it always said that the promo has been expired but actually its not expired yet. Thats really disappointing",4,100285*********288976,A Google user,,2018-11-06T08:42:53.000Z,0
183866,Klo mau buka notifikasi kenapa suka susah ya? Padahal sinyal kenceng,5,107239*********864152,A Google user,4.45.0,2019-06-23T11:49:47.000Z,0
155482,good...,5,101472*********887206,A Google user,5.35.0,2019-05-15T14:27:43.000Z,0
56504,Nice,5,109160*********828316,A Google user,,2017-07-05T23:34:37.000Z,0
110851,Mapsnya terkadang sering keliru,4,116192*********782754,A Google user,5.11.0,2018-09-22T11:51:19.000Z,0
275918,Awesome,4,106458*********680078,A Google user,5.76.1,2020-01-07T00:54:09.000Z,0
139546,good,5,105322*********222233,A Google user,5.35.0,2019-03-21T16:40:21.000Z,0
218907,nice app well done,5,104509*********117431,A Google user,5.57.0,2019-08-18T08:20:53.000Z,0
283852,Rdds,5,115889*********984141,A Google user,5.57.0,2020-02-01T05:38:18.000Z,0
187763,very good apps 👍,5,107362*********189337,A Google user,5.50.0,2019-06-28T11:16:37.000Z,0
436764,Makanan kt sni smua sdp,5,103115*********168806,A Google user,5.214.0,2023-09-01T07:58:35.000Z,0
399578,Nice,5,102719*********486288,A Google user,5.204.0,2022-06-12T06:54:18.000Z,0
373771,"Setiap saya mengorder taxi grab, driversnya selalu sibuk. Pantas bintang 1 untuk aplikasi ini.",1,105466*********267839,A Google user,5.172.0,2021-10-29T02:55:43.000Z,0
332086,Lifesaver!!,5,103352*********558279,A Google user,5.131.0,2021-01-15T08:05:06.000Z,0
320719,Great App . Intuitive,5,116218*********102295,A Google user,5.117.0,2020-10-08T11:10:37.000Z,0
290851,Very good,5,115123*********507454,A Google user,5.82.0,2020-03-01T12:02:40.000Z,0
132442,"hey , With a Indian mobile number , i am not able to register for the app to use in Singapore. Kindly let me know the way to do so.",1,118109*********672625,A Google user,5.30.1,2019-02-09T14:04:58.000Z,1
192032,Good,5,115052*********444019,A Google user,5.51.0,2019-07-04T08:46:00.000Z,0
6561,"I was under the impression that this app was created for the benefit of the riding public. It is the exact opposite; it even has affected the taxi population of my city. They are no longer lining up in queues at malls, instead they hide on alleys so they can choose passengers. As a result, there are numerous stranded commuters. Also, if you happen to use this app and your destination is undesirable, then no driver will take you. I do hope our franchise board bans this app. It's doing more harm than benefit.",2,114900*********892077,A Google user,v2.7.3,2015-06-27T13:46:57.000Z,0
23412,I use it a lot for my work and it's so convenient.,5,102030*********312551,A Google user,4.9.0,2016-09-15T07:38:56.000Z,0
290376,very good!!!,4,107154*********625183,A Google user,5.65.0,2020-02-28T09:22:58.000Z,0
227888,Realy help,5,118351*********783614,A Google user,5.59.0,2019-09-05T09:30:08.000Z,0
15399,👍👍,5,107856*********375574,A Google user,4.2.0,2016-05-01T23:33:53.000Z,1
233560,Inaccurate positioning of pick up location. Facing it just now.,3,107185*********414317,A Google user,5.60.0,2019-09-16T21:38:20.000Z,0
72859,Cannot add credit card. Keep crashing.,1,106414*********222081,A Google user,,2017-11-12T11:14:13.000Z,0
385442,"Saya harap app Grab bisa ada masukin pasword sebelum membuka, atau sebelum membyr seperti Shopee. Beberapa kali kepencet, tiba2 makanan datang tanpa saya pesan. Emang bukan error di appsnya, tp alangkah bgs jika app ini dilengkapi pasword.",3,104155*********329647,A Google user,5.183.0,2022-02-04T17:07:01.000Z,0
101513,"Untuk tampilan barunya, lag di sana sini. Barusan pesan grab food history 
nya malah tidak bisa terbuka, padahal harus chat dgn driver untuk patokan 
ketemu. Sinyal jg tadi baik2 aja. Jadi menyusahkan utk saya dan driver.",3,106475*********354271,A Google user,5.00.1,2018-07-09T14:13:16.000Z,0
296456,The location function needs improvement. I can't put the pin at my exact location. It always jumps to the nearest restaurant which caused the Grab driver to arrive at the wrong place.,2,106213*********040138,A Google user,5.91.2,2020-04-13T11:04:27.000Z,4
67813,"Lots of bad driver, with bad politeness. Most of the times, the driver asked me to wait so i waited for 5-10 minutes, just to get the driver's message to cancel the order. And their resaons are very similar which is very suspicious (out of gas, tires leaking). One time, a driver called me angryly and asked me to cancel because the destination are too far away, also saying that he is too busy to go there. Atleast the grab rewards system take cash for the point system",2,100255*********264989,A Google user,4.11.0,2017-10-06T10:25:04.000Z,0
98953,"Very unreliable for one main reason: it allows drivers to accept from 
absurdly far away, and while they're still dropping off passengers. Half of 
my rides see me waiting 15-20mins for the driver to reach me, at which 
point I might as well have taken public transportation for the same travel 
time without the costs. Don't bother using it if you're late for an 
appointment.",1,101415*********060074,A Google user,4.53.1,2018-06-19T00:13:32.000Z,0
206573,good,5,108502*********202648,A Google user,5.50.0,2019-07-27T03:11:15.000Z,0
205017,Convenient,5,103426*********420500,A Google user,5.54.2,2019-07-24T05:42:22.000Z,0
360997,So far my Grab experience have been smooth and swift.,5,115421*********373841,A Google user,5.159.0,2021-07-25T02:11:52.000Z,0
402511,good,5,107297*********494407,A Google user,5.208.0,2022-07-10T12:02:29.000Z,0
10775,"I can't open this application..... ""grabtaxi has stopped""",2,100531*********872019,A Google user,,2015-12-20T00:16:34.000Z,0
98195,"Tried for 45 minutes at LRT glenmarie, in the end my wife has to pick me 
up. I missed the time when Taxi used to wait at LRT station, I don't mind 
paying double because I'm in a hurry. Next time I'll just used my bike, 
cheaper.",2,111675*********165028,A Google user,4.53.1,2018-06-12T10:21:21.000Z,0
247898,ok,5,109590*********240336,A Google user,,2019-10-18T13:29:42.000Z,0
144641,good,5,114456*********588920,A Google user,5.15.1,2019-04-01T23:42:09.000Z,0
102794,"I cant use grabfood promo after upragding the app. I can't even report the 
error to the help center.",2,108203*********007217,A Google user,5.01.0,2018-07-18T10:32:15.000Z,0
206213,Best service,5,114548*********204917,A Google user,5.52.1,2019-07-26T09:08:02.000Z,0
229045,Good,5,100670*********965845,A Google user,5.46.1,2019-09-07T14:10:06.000Z,0
337079,"I'm the regular grab user and i must say the latest update is horrible, i can't even book my ride bc the apps keep restarting and forced close. Pls fix asap.",5,104210*********675342,A Google user,5.126.0,2021-02-18T03:49:41.000Z,0
162918,best taxi apps,5,106863*********011493,A Google user,5.44.0,2019-05-23T05:54:41.000Z,0
92611,No commment,1,114335*********304422,A Google user,4.49.1,2018-04-27T02:14:23.000Z,0
177251,"The only thing that always stress me out is its complain features. It always took me more than 10mins to only find the right category (which most cases, never find the right one). So many categories and sub-categories with long sentences. While we cannot simply email their CS and explain our situation. That's why I use Gojek and Uber (at that time) more often due to I can reach out their CS and solve my problem with far lesser effort.",3,111229*********828091,A Google user,5.41.0,2019-06-15T12:40:33.000Z,0
38910,Good,4,106350*********921090,A Google user,,2017-02-18T23:18:19.000Z,0
135940,"The best and basic apps we must have in this, today 's world standard",5,112483*********910369,A Google user,5.35.0,2019-03-09T05:49:24.000Z,0
432270,pelayanan nya baik sekali driver ini.. mantap,5,115141*********663535,A Google user,5.253.0,2023-07-06T14:32:33.000Z,0
251833,Infinitely better than the classic Taxi!,5,117470*********586239,A Google user,5.68.0,2019-10-29T08:09:12.000Z,0
33659,Used the app and paid by credit card for a taxi ride. Grab double charged by charging both fare and toll charges (same as actual fare amount). Emailed on 18th Dec 2016 and called on 19th Dec 2016. There is 0 response  from Grab regarding this double charging incident until today (30th Dec 2016). Do becareful if you are paying by credit card for convenience. Be wary of Grab platform for credit card payments.,1,103825*********009531,A Google user,4.17.0,2016-12-30T09:41:39.000Z,282
107035,I rather used last app. Newest update is confusing😟,2,103406*********717685,A Google user,5.06.0,2018-08-21T15:53:49.000Z,0
417210,Hirap mag cash in through gcash. Hindi pa ma associate BPi account ko. bwisit,2,107921*********379501,A Google user,5.232.0,2022-12-22T16:30:39.000Z,0
355359,Grabpay for Grabfood please.,5,114337*********406714,A Google user,5.153.0,2021-06-17T10:33:21.000Z,0
434556,Fantastic,5,103365*********291807,A Google user,5.261.0,2023-08-03T03:30:03.000Z,0
339894,Terbaik,5,101144*********396366,A Google user,5.137.0,2021-03-08T19:57:04.000Z,0
224107,It's Very Not Yes apl,2,112439*********900024,A Google user,5.58.1,2019-08-28T20:24:36.000Z,0
147308,excellent service!,5,104321*********022402,A Google user,5.28.0,2019-04-09T12:18:08.000Z,0
40505,this app make my life so easy,5,109460*********052973,A Google user,4.19.1,2017-02-28T01:09:15.000Z,0
388171,Unable to chat rider at apps 😐,1,103010*********340608,A Google user,5.190.0,2022-03-08T05:31:47.000Z,0
396690,"Please, fix the pin point of the address! They aren't accurate anymore.",2,110770*********007979,A Google user,5.201.0,2022-05-18T05:08:21.000Z,0
342814,Fast delivery and reliable. Riders are very polite and friendly. I'm glad that the delivery fee now is cheaper than before. Keep it up Grab Team💖 .. More power💪,5,113973*********163247,A Google user,5.132.0,2021-03-26T05:44:43.000Z,2
366087,really satisfied,5,113544*********099374,A Google user,5.164.0,2021-08-31T04:05:16.000Z,0
396245,i dont understand ehy i can't transfer my balance to my ewallet ..,5,116069*********218151,A Google user,5.200.0,2022-05-14T17:40:17.000Z,0
53452,Farha suka farha suka!!!,5,110062*********624837,A Google user,4.27.2,2017-06-05T05:44:13.000Z,0
172043,king of transport,5,106144*********107607,A Google user,5.47.1,2019-06-07T00:08:00.000Z,0
279308,gimana ya udah saban kapan tahu map error mulu. terus mau laporin masalah kemana email support ga bisa. nb: email supportnya jangan ditampilkan lagi ya ga guna :),4,116213*********397237,A Google user,5.78.0,2020-01-17T11:17:43.000Z,0
25982,Keep it up!,5,110948*********686622,A Google user,4.11.0,2016-10-19T05:55:40.000Z,0
49490,good app,5,105890*********296516,A Google user,4.20.0,2017-04-27T11:53:24.000Z,0
329557,Why always with error..... I install and uninstalled. Bec there are always with error with google map. Pls fix,1,109670*********238931,A Google user,5.106.0,2020-12-26T05:06:21.000Z,0
220077,"ใช้งานยาก โดยเฉพาะเมนูจองรถล่วงหน้า หายากมาก Difficult to use, especially advance booking menu is very difficult to find and confusing.",2,115421*********453884,A Google user,5.57.0,2019-08-20T15:38:58.000Z,0
197707,good,5,106012*********773651,A Google user,5.51.0,2019-07-12T07:31:32.000Z,0
166331,"sebagai pengguna tetap, saya merasa kecewa karena belakangan ini kode promo yang saya dapatkan tidak bisa digunakan. tolong diperbaiki untuk ke depannya. terima kasih.",4,113040*********105909,A Google user,5.44.0,2019-05-27T09:49:06.000Z,0
61493,Stupid app did not end my last trip so now I cannot book my new trip. Please fix it!!!,1,102016*********430682,A Google user,4.33.2,2017-08-19T04:03:01.000Z,2
186805,the response is really fast,5,109197*********356203,A Google user,5.50.0,2019-06-27T05:41:58.000Z,0
41752,Cool,5,103092*********176460,A Google user,,2017-03-07T12:43:57.000Z,0
363292,Changed grab hitch system. Very difficult and inconvenient to use.,3,115183*********128106,A Google user,5.137.0,2021-08-11T00:41:20.000Z,0
96154,"After the update, the app forces out of Hitch Driver mode every time Grab 
app is closed. It should like the past, stuck in Hitch Driver mode unless 
manually toggled back to Passenger mode. Also, Grab app currently doesn't 
support sliding-in from the left screen. User must click the hamburger 
button to access the side options. It's unintuitive especially on curved 
phones like S8 and S9",3,116657*********675484,A Google user,4.51.1,2018-05-25T08:22:21.000Z,0
390516,Problem with transfer grabpay to grabpay,1,106311*********536210,A Google user,,2022-03-29T03:34:54.000Z,0
386986,Highly recommended.,5,110216*********453283,A Google user,5.188.1,2022-02-22T16:38:21.000Z,0
307679,Hebat and keren,5,101294*********856927,A Google user,5.106.0,2020-07-25T05:27:36.000Z,0
393704,not much cars nowadays. the wait.,3,105986*********181670,A Google user,5.198.0,2022-04-26T23:56:52.000Z,0
93611,give promo every week can ?,4,100536*********612763,A Google user,,2018-05-05T00:50:53.000Z,0
384685,"They collect your information and use it like hell. Now if you want a ride, you need to do a selfie. How ridiculous is this?",2,112022*********450863,A Google user,5.184.0,2022-01-27T02:56:43.000Z,0
273181,Superb,5,110917*********854994,A Google user,5.75.0,2019-12-28T08:26:20.000Z,0
242279,Good,4,106747*********433913,A Google user,5.64.0,2019-10-05T04:50:00.000Z,0
165119,good service,5,116763*********676181,A Google user,,2019-05-25T23:55:38.000Z,0
106778,Bad attitude rude drivers.,1,115917*********195014,A Google user,5.05.1,2018-08-20T05:24:03.000Z,0
344349,Kindly update all the filipino users to submit there id and gov. Identification number. Call them via videocall to verify. If they could not comply please denied them. Madami na pong scammer.,1,101681*********984650,A Google user,,2021-04-04T16:43:26.000Z,0
130079,Once open the apps.. It shows nothing.. Reinstall the apps.. Still not working.. Love the old ones.,1,115727*********620655,A Google user,5.24.1,2019-01-12T06:06:50.000Z,0
143484,"Hi Grab! The UI of this current application is good and its nice that you added some good feature too! Tapi tidak perlu blocking aplikasi yg belum di update yaa. Tadi saya lagi pesan dan udh dapat jadi tidak bisa digerakan dan ada pop up message minta saya update. Driver jd gabisa contact dan sy juga gabisa cancel. Its so troublesome for some part. Kalau memang HARUS update, bisa diberikan pop up message sebelum sy pesan ya. Thank you!",4,103655*********949685,A Google user,5.38.1,2019-03-30T07:17:13.000Z,227
302674,Drivers will accept the booking then all of a sudden will send a chat message asking us to cancel the booking for them. Happened today consecutively. Drivers have been doing this and still keep 5 stars rating on their profile!! And then drivers will fault us customers being difficult or cancelling on them. Unfair and waste of customer's time.,1,102952*********972096,A Google user,5.64.0,2020-06-12T09:23:15.000Z,0
122602,OK,4,115384*********200417,A Google user,5.08.0,2018-11-26T11:43:15.000Z,0
